,Sentences,Labels
5736,aslam o alikum . koi bat nahi har jeet khel ka ik hisa hai . agar team sab match bhi harti to hum os ko welcome kehty jesay jeetnay per kehtay hain lekin problem ye he k humari games mey politices enter ho gai hai jo k ghalt cheez hai . is liye politices ko games sey dor hi rakha jaye to acha hai warna achay players immigration karwa kr dosri countries k liye khelna sooro kar dey gey . mera message apny hukmarno k liy ha . harnay par dukh to howa lekin ab kia ho sakta hai dua hai k pakistani team har medan mey jitey ( ameen ) ,pos
5737,"aslam - o - alykum , mere tamam pakistani bhaiyo . mein aap se yeh arz karna chahta hoon k pakistan mein jo bhi goverment aaye gi vo sab k sab america valo k agent ho gay . iss liye meri aap se guzarish hai k hamay kisi se aisy plate form ki demand nahi karni chahiye k ham apny mulk ko sawaar saky is liye hamay khud he iss k liye kuch karna hoga . please hamay aik plate form ki zarurat hai . aur meri iss baat ko mazak mein mat lein balkay mery message ko read karny k baad sochein . aur mujh se rabta karein . inshallah ham apnay mulk ka naam roshan karein gay . my dear pakistani brothers and sister mein akatha karna chahta hoo apnay tamam yongsters bhaiyo ko . takay mil kar iss mulk ki behatri ka koi solution nikala jaye . allah talla hamara hamiyo naasir ho aamin",pos
5738,aslam _ o _ alaikum dear match fixing mein to hamarey players malawas nahi hain ye sab allah ne chaha to result inshallah pakistan k haq mein hi ho ga yaar jo b mera ye msg parhe wo nimaz parh kar duwa kare k fuwad alam par b koi ilzam lage aur wo sabit ho jay ta k aayse players ki waja se jo acha telent zaya ho raha hai wo zaya hone se bach jay aur abdul razaq k haq mein b duwa karna ta k wo 7 8 no par bating kar k kaheen zaya hi na ho jay god bless my pakistan,pos
5739,"aslamualaikum pakistan ..!! yaaron mey to kehta hun k ye theek kia govt , ney ..,, bcoz k hum sb jaantey hen k sirf sms ki waja sey hamari youth kitna time waste ker deti hey . ye waqt mulk ko bachany aur tariqi dyna ka lya istamal kerna chahya . apny taleem per tawaju dyn aur behtreen insan banyn . ",pos
5740,"aslamualaikum pakistan ..!! yaaron mey to kehta hun k ye theek kia govt , ney ..,, bcoz k hum sb jaantey hen k sirf sms ki waja sey hamari youth kitna time waste ker deti hey . i am not talking about all ,, but mostly it happens .. and now its time to save our country by spend our time to work something about pakistan .. thats all ... if anybody mind .,, so plz plz pardon me . allah hafiz . , pakistan zindabad ..!!! ",pos
5741,asli hota to zara begum 10 feet door khari hoteen cockroach say :) ,pos
5742,"assalam o alaikum musalmano !!! pakistanio utho ... aur purani sochon ko naya karo aur bas ab to uth paro . vote for imran khan "" bat "" ",pos
5743,"assalam o alaikum hum log apnay sayasat dano ko q bura bhala khtay hain . ye tu bahout masoom hain ye khud hamaray leder nahi banay , balkay hum nay khud inhay is maqam tak la khara kya hai . "" allah tala nay farmay hai k jaise hamaray aamal hong gay ushe tarhan k seyasat dan hum per musalat hongay "" ab kuch nahi ho sakta sirf or sirf allah tala se apni galti ki mafi mang kar allah tala se ye wada karain k aainda kisee bhe leder k intekhab kisee party se nahi balkay uski sharafat aur eman dari ki wajah se karain gay . hamay dua karni chahya k allah in seyasat dano ko hadayat da agar hadayat un k naseeb main nahi tu un hay tabha o barbad kar day ( aameen ) - "" pakistan hai tu hum sab hain "" allah pakistan ki hefazat karay - yeh pakistan allah ki taraf se hum sab muslim ko 27th ramzan ka tofa hai inshah allah pakistan hamessha hamesha qaim rahe ga . aur is ka bura chahnay walay khud fana ho jain gay . allah hafiz",pos
5744,"assalam o alikum sab se pehlay hamein apne gareeban mein dekhna chaiyee hai phir dosrooo par onglee othanee chaiyee mein toh samajta hoon ham apny aap ko mazboot karyn , apny mulk ko taraqi ki taraf la jain to phir humein kameeyaabi melee ge aur hamaray pyaare pakistan ke taraf koi melee ankhan se nahi dekh sakee ga . ",pos
5745,"assalam o alikum ,, boht hi pyaray asool ki tarteeb di hay emaan sis nay ,, or m agree with emaan sis k ye koi itna special or mushkil work nai k aap ko kisi bhi field mein agay barhay k liye koi special karna paray ,, ye to hamaray basic asool hony chahiyen takay hum apni zindagi mein yoon hi har jaga kamyab hoty jayein ,, allah hum sub ka hami o nasir ho .. ",pos
5746,"assalam o aliakum . . mere khayal main facebook site buri nhi hai usko bura banaya ja rha hai . ye to students per khud hona chahia k wo kia kr rhy hain . . main bhi student hun per mujh per koi asar nhi hoa facebook ka , insan ko pahle apne apko dakhna chahia k wo kia hai ? ",pos
5747,"assalam u alaikm 2 all muslims ,,,, mjhe ye jan kr boht khushi hwi thi k hamari govt nai ye band krwaya aur chief justic nai bhi help ki , allah unhe kaymabi naseeb farmai ... ameen ghulami rasol mai mout bhi qabool hai ...... ghulami rasol mai mout bhi qabool hai ...... ",pos
5748,"assalam - o - alaikum , hamm imtehan ke bad bahad kuch kar sakhte hai jaise k koi english ka course kar looo is se english improve hogi , computer ka course kar loo ager app ka computer kharab ho jaye to app khud sahi kar sakhoo , allah ki ebadat karoo , quran ki kuch ayatoo ko hifz karne k koshish karooo , apna dostoo ke sath maojh masti wagara karoo , dosroo se dosti ache karo , competition me hisa looo , or bahad kuch kar sakhte hai agar hmm karna chahe to thnx",pos
5749,assalam _ o _ alaikum ... nageen ( karachi ) g bilkul apki sahi bat hai facebook itni bori website nhe hai aur na he iss ko bora banaya ja raha ha ... baat sirf itni c hai k hum log facebook ko kyon aur kis trha use karte hain ... mere khayl se facebook wahid aisi site hai jo apko apke frends se touch mein rakhti hai .... ,pos
5750,assalam _ o _ alaikum mairey piarey bhaeo sab sey pehley ap chution main panch waqt ke nimaz quran parhhain . aur please please apna course mukamal karain takey bad main aasani aur faida ho allah hafiz,pos
5751,assalam _ o _ alaikum mairey piarey bhaeo sab sey pehley ap chution main panch waqt ke nimaz quran parhhain . aur please please apna course mukamal karain takey bad main praishani na ho allah hafiz,pos
5752,assalamu alaikum bahut maze ka lag raha hai plz mujhe ye recipe email kare,pos
5753,"assalamualiekoom ............. kabhi bhi hum es ki himayat nahi karain gay kion kah hum deen - e - islam kay perokar hain , astaghfirullah allah hum ko deen ki samjh day ( aamin ) ",pos
5754,"asslam - o - alekum !! janab leader bi to hum ne he bnaye hain . hums ehe leader . jis qoum ki jaisi b awam hogi leader bi usi qism ka hoga , khud ko dekhao bad ma leadres ko kuch kaho ... leader idhar kay he hain pakistan kay , talibaan to nai hain afghani to nai hain ... kuch kehny se pehly apny garebaan ma jhankna chahye .. ",pos
5755,atif aapke sngs sunke bht acha lgta h ... apki voice mashallah bht achi h ... luv u ... ﻿,pos
5756,"atif aslam , and arigit singh both are super dono ko milke gana banana chahiye jo bhi agree hai like dabai or comment jrur likhana﻿",pos
5757,attractive song love you aiza and imran waqai sacha piyar ye hota hai 💘﻿,pos
5758,"aun ki chichori aur bachkana herkaten jaari hain .... ager iss dramay ka script mujhay de diya jaaye edit kernay kay liye to phir bara acha hoga , ",pos
5759,aur india me sabse ziyadah masjiden hai . ,pos
5760,aur favours se 1 2sry ko paisa kamaa kar dety hain,pos
5761,"aurang 2no se shaadi kar ly ta k shireen party aur palwasha part 2no khush hojaeyn .... btw mein shireen party se hun to mjy koi issue ni agr aurang palwasha se shaadi kar ly but he has to get marry with shireen ... on a lighter side , toss b kar sakta ha",pos
5762,avast use kren mera p3 hai us me b bohta achy sy chalta hia system b slow nahi ho ga ... ,pos
5763,awwwwwwwe ..... ,pos
5764,awami dish kya baat ha,pos
5765,awesome drama ?? bs end acha ho imran or ayeza ek sath hun ? q k har drame ka end itna dukhi hota hai ??? ,pos
5766,awesome mobile ,pos
5767,awesome movie better tan any indian movies pakistani actor b kisis se kam ni hain fawad ali zafar or mahira ki tarah kahi ye b bezti karvane k lia bollywood na chaly jaye﻿,pos
5768,awesome phone hai ,pos
5769,awesome set h yar ,pos
5770,awesome yaaar ,pos
5771,awlaa hy yaar,pos
5772,ay makaa ' n laa maka ' n k malik q karty hain mujhse itna ishq ?? tum ho hi itni haseen .. ( han ain hanhuma ) ,pos
5773,ay parwardigaar captain sahab ki hifazat farma aur unhein un ki family say mila day ameen ya rabbul alameen sponsored links,pos
5774,a | a sh4r ! ng ^_^ ,pos
5775,b00m b00m aj india har gyaaaa aur pak jeeeeeet gyaaaa aj bht bht dil khush hwa,pos
5776,bas main to allah pak say dua karta hoon k hamain bhi is waqt koi hazrat khalid bin walid ( r . a . t . a ) or sultan salahuddin ayyobi jaisa koi mard - e - mujahid ata kardey ! aameen . is k alawa is waqt koi hal nahi hai . ,pos
5777,bhai bohat acha tutorial bana hai ap nay . hum bhi try krtain hain . jazakallah,pos
5778,bhai link work kr raha h ap ka net prblm hoga,pos
5779,bhai aap ka thread boht acha hae nice work but ..... 0 % worked for me abhi tak 1 bhi view nahi huwa kya problem hae ???? ,pos
5780,bhot umda tut pesh kia sister apnay,pos
5781,bhut achy janab,pos
5782,"bhutto hm me zindah hai , or kahan dhoond rhe ho bhutto ko ? hr jiyala me bhutto zindah h",pos
5783,bht khob dost ! ,pos
5784,bismi allah karo aapi . ibtida barhy borho sy hogi tu ham bacho ko b idea aa jaaega k kya or kaisy likhna hy . ,pos
5785,bohat khoob ...... nice sharing,pos
5786,bohat khoob . acha tutorial share kia hay . shukriya,pos
5787,bohat mazay ki ha love u pakistan﻿,pos
5788,bohat piyara song hai﻿,pos
5789,bohat umda tutorial hay . jazakallah,pos
5790,brz ko is situation sa afridi hi nikal sakta ha,pos
5791,buhat khooob,pos
5792,baat to theek hai . main bhi iss kaddoo ( kadurat ) dramay ko sirf junaid khan ki waja say dekh rahi hoon . :) ,pos
5793,"baat to theek hai . wesay aam tor per kkhubsurat larkiyon ko badsurat mard achay lagatay hain aur handsome mardon ko sirf badsurat larkiyan hi pasand aati hain . jeasay fawad khan , ahson khan , aur humayun saeed ki biwiyan badshakal hain . aamir khan ki dono biwiyan bhi ugly hain . mahira khan , fiza ali , aur reema kay shoher achay khasay badshakal hain ... aur kabhi kabhi dono miyan aur biwi hi badsurat hotay hain , jeasay mohib mirza aur amina sheikh . :) ",pos
5794,bachi ik naani ( sameena perzada ) ko bhi ab doosri shaadi ker leni :) hahaha,pos
5795,badam khao rozana subha shaam ... haafza theek hojaega :) ,pos
5796,badsurat logon ka dil bara khoobsurat hota hai . ;) ,pos
5797,bahaut khoob g kamal e kar dita j,pos
5798,bahi bhot bhot sukeria itni achi info daynay ka ... ,pos
5799,bahi nice sharing but ya introudection section,pos
5800,bahot acha tutorial hai :) ,pos
5801,bahot khoob,pos
5802,bahot khoobsorat nazam aur designing kamal ki hai ...... ,pos
5803,bahot must h,pos
5804,bahot acha mobile hy es price main ,pos
5805,bahot umda sharing,pos
5806,baht acha mobile hy lakin agar 8mp camera bna detay tu ye iss price min baht hi zabrdast mobile tha . ,pos
5807,baht entertaining movie 2 ghante full nazaare sirra movie ae yaara ne att chakni mai baht fun kita nal do waar vekh aaya punjabi industry support,pos
5808,bahut acha site hai bhai,pos
5809,bahut he acha set hy sirf problem yi hy k iska cover ni milk rah ,pos
5810,bahut hi acha tutorial paish kiya hay aap nay .. thanks,pos
5811,bahut khoob ........... nice sharing,pos
5812,bahut umda sharing ... ,pos
5813,bahut zabardast yar,pos
5814,bai log ap jetny b samsung k sait us kar lay . leqeen i phone k jaesa nai oga i phone iphone ha dost ,pos
5815,baki log jhot bolty ha yr koi prob nhi bhtren set ha fast chrng betry tyimng bhi lush ha . ,pos
5816,baking powder soya sauce egg white paper in sb ko kya krna ha ya b btyn pori recipe btaya kran . ya recipe nh chicken man churian ke . kya baat ha manchurian ki,pos
5817,bannu universty ky ma / msc / b . ed k dakhly shoro ho gai hai . ,pos
5818,baqi allah say doa hay k aap ki wafa parstee main mazeed izafa farmay aur aap k naik khayalat aur amaal ko qubool farmay . ameen ya rabbul alameen,pos
5819,bara vip set ha super fast ,pos
5820,bara acha halka phulka funny saa drama hai . maza aya 2nd epiode dekh ker . :) ,pos
5821,bara achha episode tha .... bara maza aya dekh ker .. dialogues bhi kaafi interesting thay ... shahab ( noor hasan ) is too handsome . i love him very much ... maira ( ainy jafri ) bhi kaafi khubsurat aur achhi actress hai . ,pos
5822,bara achha hua kay professor sahab wapis aagaye ab ghulaam fareed jesay darinday ko lagaam daal ker saza deni chahiye aur aur bechaari aapi aur asiya kay saath bhi kuchh achha hona chahiye . good to see faiza gillani in this drama :) ,pos
5823,bara achha pyar mohabbat wala drama tha . danish taimoor mujhay kabhi achh nahin laga lekin iss dramay main bohot achha laga :) ,pos
5824,"bara mazahiya drama hai .. bohot dinon baad talat hussain ko dekha .. bari khushi hui .. suna tha kay talat hussain bohot bemaar hain ... shayad ab theek hogaye hain ab . :) shahood alvi , sabreen hisbaani , tipu aur ayesha khan nay bohot achi acting ki .. bara maza aya ... becharay dularay babu phir dhoka kha gaye :) ",pos
5825,bara zaberdast smrt phone hy back cam aur frunt cam ka reslt b acha h ,pos
5826,baraa awlaaa phone ha ma use kr raha hn beauty b bht ha black color ma abi ma galaxy note 3 sy compare kr raha tha muje z1 better laga ha icka disply aur fast ha us sy zara b slow nai hota ma 80 ka lia tha abi tu icki prize he brri fit ha . ,pos
5827,barackobama bilkol sahe parma rahe han . ,pos
5828,baray bhai .. ap ka software acha hay par please agar sharing kar ne ho to full software karo wana kam say kam bata do k price kea ho gay,pos
5829,bari moderation ho rahi hai aaj khair to hai,pos
5830,batery bhi achi hai . bohat achi to nhi lekin theak hai . ,pos
5831,batery time bohot hee supper itne pesoon main kiya lena hea ,pos
5832,battery 2 din nikalti hai agar nonstop use karo ,pos
5833,battery timing boht achi hai 2 say 3 din chal jati hai ,pos
5834,battery timing achi hai . speed b axhi hai . ,pos
5835,battery timing zabardast,pos
5836,baught acha lagi filam zindgi baught raz afsha kea hain is movie na gr8 movie﻿,pos
5837,bazaahir ppp ka nuqta ) i - nazar theek lagta hai,pos
5838,bcz agr ye discussion yahan se start hui to buht durr chali jaey gi ... aur bus black magic tuk thori mehdood rahy gi ... ,pos
5839,beautiful drama tha mein na hm channel par full dakha tha best story two best acting adnan sidiqui my favorite,pos
5840,beautiful thread laado rani,pos
5841,because many people here requested me to change it . ,pos
5842,becharay aun kay saath bohot bura hua . meri saari hamdradiyan aun kay saath hain . zara bhi kuchh ajeeb qism ki biwi hai jo apnay beqasur aur itnay acchay shoher ki kutt lagnay per huans rahi thi . chachee ( saima saleem ) aur un kay husband pata nahin kahan ghaib hogaye hain . ,pos
5843,bechari aapi kay saath bohot bura ho raha hai . irsa ghazal ( aapi ) nay bohot hi achi acting ker kay iss role main jaan daal di hai ... thumbs up for irsa ghazal ( aapi ). ,pos
5844,bechari larki apnay baap ki ghatiya blackmailing ka shikaar hogaye . ,pos
5845,behad umda tutorial,pos
5846,behad umda tutorial sis,pos
5847,behari kabaab bohat spicy hotey hein : hungry : love em,pos
5848,behtreen,pos
5849,behtreen set ha qeemat ke lehaz se touch speed wifi 3g behtr ha ,pos
5850,beshaaak zarori nh thak jao tu yad karo allah ko hr hal me hr wqt yad krna chyee wo tu hanarei sherugh se b qareeb hy,pos
5851,beshak izat or zilat allah k hath me ha,pos
5852,best handset hai .... mujhe mere dost ne yah set leny par majboor kia tha ... pehly to mera dill nahe man raha tha ... mgr aik ghanty use k bad performance di hai .. ,pos
5853,best off luky hmra duwa ap ka sath shahid bhai,pos
5854,best phone . ,pos
5855,best cellphone ever i use n my whole life is se pehle mere pas samsung galaxy s5 tha liken sony xperia use karne ke bad samsung se nafrat hogayi sony really samsung ka baap ha ,pos
5856,best drama ever acha laga,pos
5857,best drama or best concept i think this drama or writer ko national award dena chahiye ? ,pos
5858,best mobile h main use kr rha hun . tmam branded companies se behtr h ,pos
5859,best mobile hr lehaz se . ,pos
5860,best mobule hai zero 4 is say acha mobile ma nay nahi deekha mari saei family ya he use karti ha,pos
5861,best only khuda aur muhabba,pos
5862,best tips my friend problam salve ho gaya zazakallah,pos
5863,bhai ! boht acha tutorial banaya ha ap ne . thanx,pos
5864,bhai 1 mashwarah hai ager ap is kaam k sath screen shorts bhi upload krain to bhut bihter ho ga,pos
5865,bhai jan ap ki as post sy mjy bht zda hcking me madad mile ha :) ,pos
5866,bhai mene to apply kiya hai,pos
5867,bhai qasim allah ap ki umar daraz kre aur ap ke nalig m aur izafa ho k ap ne tamam student ki madad ki,pos
5868,bhai ab aap log social media ki responsibility hum pe chor do and pls focus . wish youu all the best,pos
5869,bhai awla set hai using it from one week is ka look outclass hai ,pos
5870,bhai jo log bol rahay yeh bollywood ki copy hai please mujhe batao is ma kya copy hai bollywood ka kon sa scene kon sa dialogue kon sa song kon se comedy copy hai itnay ache movie ha,pos
5871,bhai logo sony acha mobile hai es main koi shak nai q kay sony kay cameras to dheken hun gay aap nay bohat achi quality hai on ki or sony xperia z4 ki price shayad 85 ya 92 tak ho sakti hai ,pos
5872,"bhai mian ko chahye apny 2no damadoun ko jail main hi para rehney dey woh hain hi isi qabil lalchi dhokeybaz , ",pos
5873,bhai murder kar dy to behn ka rishta dy diya jata ha ... isy kehty hain k larki ko vanni kar diya gya ha,pos
5874,bhai plzz meri help kro yar,pos
5875,bhai tamam logon ko batana chahta hon qmobile is best phone,pos
5876,bhai ye thread to kamal ka hai ........ chak k rakh,pos
5877,bhaii ye mobile boht acha mobile hai ek 2 . 5 ghz and another 1 . 5 ghz or 20 . 7 mega pixels camera boht boht acha mobile hai ye 89 95 k ka hona chahye ,pos
5878,bhaii plzz mujh cooking ki recipes sare nhii mil rahii hein pic face book p or bhai plzmein apko request bhj rhii hon but nhii ho rahii mujh ap kii cooking bhout pasand he allah pak apko lambii umar dein,pos
5879,bharat or pakistan ek he sangit ko koyi sima sarhad nhi hoti ilove india ilove pakistan﻿,pos
5880,bhaya phla trend on top pr hai,pos
5881,bhayeo iska camera to bs 8mp lagta hai samsung is the best ,pos
5882,bhi samsung ka note 4 the best smartphone ha baki sub bukwaas or mehngy hain,pos
5883,bhoot ............... sukreya,pos
5884,bhoot he umda bhai,pos
5885,bhoot ache andaz may samjhane ki koshish aap nay ki hy ... great,pos
5886,bhot achi sharing ki hai,pos
5887,bhot achi sharing,pos
5888,bhot bhot achi bat hy k isy pak admin chulta hy sukeria,pos
5889,bhot bhot shukria,pos
5890,bhot bhot khubsurat mukalma bazi ..... bhot umda urdu . hamare daramas mai esi he urdu zuban ka istemaal hona chahi hai ? ,pos
5891,bhot he sober song hy jab bhi sun leyta hu meri andar ajeb se kefiyat shuru hu jatty hy .... ﻿,pos
5892,bhot umda sharing hy,pos
5893,bhot acha,pos
5894,bhot achi site di hay,pos
5895,bhot achy roshan mia,pos
5896,bhot hi ala sharing hy,pos
5897,bhot pyara aur decent set hai ,pos
5898,bhot zabrdast phone ha tv remote be ha,pos
5899,bhout he alag,pos
5900,bht achy .... ,pos
5901,bht umda,pos
5902,bht acha mobile hai ,pos
5903,bht acha mobile hy . ,pos
5904,bht acha phone ha me pechale 2 months se yeh phone used kr raha hn koi issue nah cameras ache hain,pos
5905,bht acha set hai mai ne 3 din pehly lia hai . speed to bht hi achi hai aur camera bhi . ,pos
5906,bht ache janab ... ,pos
5907,bht achi iformations h,pos
5908,bht alaaww drama tha bht zabardast concept tha,pos
5909,bht alla phone ha ,pos
5910,bht alla set ha r betry timing to kya bat ha yar ,pos
5911,bht allalaawww,pos
5912,bht bara drama . awesome acting by everyone . ayesha khan chaaaaa gae is bar ,pos
5913,bht bht mubarik ho jaldi sy picz b upload ki jayn,pos
5914,bht daramay daikhay haí ? laikin yeh sb sy achaa haíî very very nice darama ? ,pos
5915,bht he acha mobile ha ,pos
5916,bht hi acha mobile hy or achy features hain,pos
5917,bht kamal ka set ha yaar 6month se use kr raha hun fit ha original keemat dubai mai iski 19500 ha ha hamg wegara ka rola b nahi hai ovwrall very nice fne samsung wegara se tw bht acha ha ,pos
5918,bht malomat huwe,pos
5919,bht outclass set hai ,pos
5920,bht pasand ha mujhy ... ye mujhy bhj do shahbash,pos
5921,bht pyara or stylish mobile hai ,pos
5922,bht shukriya jnb,pos
5923,bht zyada sbr or bht brdasht deen k muamlay me ki jye to bnda kbhi ruswa nai hota .. allah ki khas madad hoti hai us k sath .. ,pos
5924,bhunariya apnay iss pasandeeda black phooldaar blouse ka peechhaa nahi choray gi ... phir pehen ker aagayee !!! ,pos
5925,bhut he zaberdast ... bhut bhut shukeria ... :) ,pos
5926,bhut he zaberdast .... hum se share kerne ka bhut bhut shukeria,pos
5927,bhut hi laziz kashmiri seekh kabab lag rahay hai . wah g sara riaz . ,pos
5928,bhut hi acha topic hai maza araha hai ye drama dekhkar nyc hum tv ? ,pos
5929,"bhut khub bro , ",pos
5930,big b . khush khabri . ap jannati hoo . gal samjh li ty rola ki yeh raam raheem ty moula ki . ,pos
5931,biknay walay aur b hain jaa kar khareed lo ghalib hum log qeemat sy nahi qismat sy mila krtay hain @@@@ agar chahun to ek nighaa main khareed lu uskofarazjis ko bohat hai naaz kay bikta nahi hun main @@@@ kis ki hai majaal kay humko khareed sakay iqbalhum to khud hi bik gayee khareedar dekh kr,pos
5932,bikul sahi inkishafat hein humara mulki zindabad,pos
5933,bila our bagga inko nhi marna tha baki movie bohut alla hai our isi movies bani chaiye﻿,pos
5934,bilkul real life jesa drama hai . love this drama so much and love you fahad mustafa sooooooooooo muchhhhhhhh .? ,pos
5935,bilkul sahi likha aap ny bhai bohat khoob . ,pos
5936,bilkul sahee kah,pos
5937,"bilkul sahi fasihuddin bhai , agar 100 log hen to sab ke sab ko khush karna kabhi mumkin nahin hota kisi chiz pe koi aitraz karta hai to kisi pe koi aor , life is short that ' s why we should live the way we like , humari zindagi hai bhai logon ka to kaam hi kehna hai agar humen happily bitani hai to apne dil ke kehne pe chalna parega ke humen kia sahi lagta hai , log to bolte rahe the bolte hen aor bolte hi rahenge un ka to kaam hi bolna hai",pos
5938,"bilkul sahi hy , inquiry honi chahye . ",pos
5939,bilkul sahi kaha hai,pos
5940,bilkul .. hazaron bananey ko keh do : love : ,pos
5941,biryani and haleem main kiya burai hai ... dono hi bari mazedaar chapati qism ki dishes hain ..... ager wo mujhay biryani and haleem offer kerta to main to baray shoq say chal parti khaanay kay liye :) ,pos
5942,bitly toobna ya ap ke tahzeeb and khandani parwarish ha﻿,pos
5943,"bna kr kb khila rai ho , mazadar khana @ kuku20",pos
5944,"bnao bhai bnao , shayed koi nobel prize ya award mil jaey aap logon ko b ... poori dunya mein bus hum hi to jahil hain baqi dunya to ha na # liberal inki mazar mein ... ",pos
5945,boha aala set hai . ,pos
5946,bohaat bohaat aasan kar diya m - qasim bhai app nay,pos
5947,"bohat aala , bhai bohat mehnat ki hn aap ne ! ",pos
5948,bohat achey janaab,pos
5949,bohat achi sharing hai share karne ka shukriya,pos
5950,bohat achi information di aap ne,pos
5951,"bohat he lajawab sharing dear brother , ",pos
5952,bohat hi umda sharing hai,pos
5953,bohat hi umdaa silsila hai lekin only ghazal hai it related bhi hona chahiye . ,pos
5954,bohat khoob,pos
5955,bohat shukriya shair karnay k lia,pos
5956,bohat umda tutorial banaya hai aap ne share karne ka bohat shukriya khush rahain,pos
5957,bohat umda idea hai .... aor aap ne tutorial bhe bohat umda banaya hai shukriya,pos
5958,bohat umda janab keep shairing inshallah mobile bhi aa jaye ga,pos
5959,bohat umdah janab,pos
5960,bohat umdah dost,pos
5961,bohat a6y,pos
5962,bohat aala,pos
5963,bohat aala set he me me ak hafta pehly lia ta speed bohat achi he or touch bars kamal he betty timing b bohat achi he ,pos
5964,bohat aalaw cell phone hai bhae log phaaroo set hai khreed looo ,pos
5965,"bohat acha toturail banaya hay janab aap ne .,.. ",pos
5966,bohat acha g,pos
5967,bohat acha ji,pos
5968,bohat acha mobile ha . ,pos
5969,bohat acha raha bcz his struggle got further momentum,pos
5970,bohat acha set hai q mobile ka,pos
5971,bohat achai . ,pos
5972,bohat achay phones ha qmobile k b ab qmobile b brand ki taraf ja raha ha ,pos
5973,bohat achi information ha ... ,pos
5974,bohat achi recipe post ki thanks,pos
5975,"bohat alaa movie , kia baat , shukar hi hamare film industry ko be aagy batrny ka khial ayea , good luck pak film industry",pos
5976,bohat alaa .. ,pos
5977,bohat alwaaa yar,pos
5978,bohat bohat dhanyavad,pos
5979,"bohat bohat mubarik ho ,,, thanks ppl now realized tat corrupt will be rejected kia ho ga dono ghanjoon ka",pos
5980,bohat bohat shukria bahi,pos
5981,bohat dair ki mehebaan atay atay,pos
5982,bohat fabolus mobile hai ,pos
5983,bohat fit mobile hay mayry ps s2 hay wo bi theak hay,pos
5984,bohat fitt mobile hae ,pos
5985,bohat he khoobsurat sharing hai ap ki .....! ,pos
5986,bohat he acha set hy ,pos
5987,bohat he achaaa set hai aur eska camra ka rsult bheee hd hai ,pos
5988,bohat he umda sharing ha ..... thanks . ,pos
5989,bohat hi acha interview ........ ,pos
5990,"bohat hi sensitive isshue hai aisi stories boht kam banti hain rishtoun se mohtat rehney ka lesson hai allah na karey kisi ki beti k sath aisa kuch ho ,, jin k sath hua hoga woh shayed apni izzat ki waja se issi terhan chup rahey hongey ,, rameen ki maa ko pindi jany ki kia zarurat hai ,, numair boht hi kameena , khabees insan hai ,, aisey insan se beti ko talaq hi dilwa de such bata k behter tou yehi hai ,, ",pos
5991,bohat hi zabardast phone hai high end features k sath ,pos
5992,bohat innocent hai ayiza may favourite darama ,pos
5993,bohat khoob umer islam bhai umeed hai tamaam members is maqably mein zaroor hisa leingay,pos
5994,bohat khoob ............ ,pos
5995,bohat khub trick .. ,pos
5996,bohat khuub ... umdaah kaam .. ,pos
5997,bohat shukriya :d,pos
5998,bohat sukrya masoom bhai,pos
5999,bohat umda koshish hmaray sath share karnay ka shukriya ... :) ,pos
6000,bohat umda janabb keep it up bohat help full tutorial hay .... ,pos
6001,bohat umda tareka janab .. :) ,pos
6002,bohat umda tutorial banaya hai aap ne bhai ... agar style ki . asl file bhe share kardete tu achha ho tha :) ,pos
6003,"bohat zabardast tut hai , ",pos
6004,bohat zabardast interview laselky bhai ..... kisi ko to chod dain ... aap to sab k peechay hi par gaye ho ... bohut zabardast ......... ,pos
6005,bohat zabardat yaar . wakai forever helpful post hai,pos
6006,bohot shukriya gurya ... aap theek keh rahi hain kyun kay aik aur episodes bhi upload hogya hai ab . ,pos
6007,bohot shukriya rawish . :) ,pos
6008,bohot acche,pos
6009,bohot acha bnaya hai mashaallah,pos
6010,bohot acha hai ye q mobile e8 ,pos
6011,"bohot acha show tha . movie kay clips aur actors kay saath chit chat achi lagi . humayun saeed abhi bhi utna hi handsome aur khoobsurat jitna pehlay tha ... main ye movie zaroor dekhti agar main pakistan mein hoti ... pata nahin ye movie europe , america , aur canada mein release ho rahi hai ya nahin . ",pos
6012,bohot achay,pos
6013,bohot achay specs hain . ,pos
6014,bohot achha episode tha ... lekin agar baray peer aik aadh chamaat bhi tika detay bari sarkaar kay munh per to aur bhi maza ata . preview ko dekh ker lagta hai kay amna bibi apni full form main hongi aglay episode main . :) ,pos
6015,bohot achha interesting episode tha . amna bibi ki batein bari zabardast theen . :) ,pos
6016,"bohot achhi happy ending thi . bara mazay aya . :) :) :) overall , zabardast drama serial tha . bohot dinon baad aik acha mazahiya drama dekhnay ko mila . aun , zara , & daadi ki acting bhi excellent thi , magar ye drama bohot jaldi khatam hogaya . ab iss ka part 2 bhi zaroor ana chahiye jiss main phupo aur zara kay dad ki shaadi ho , aur aun & zara ka baby ho , aur husna kay husband kay baray main bhi kuchh ho , aur daadi ki mazeed funny baatein hon . :) ",pos
6017,bohot achy bro,pos
6018,bohot bohot bohot achhi ending hui iss dramay ki ... bara maza aya ... kaafi ansoo bhi niklay ... end main iqaan nay rakhshee say jo dialogues bolay wo bohot hi zabardast thay ..... adeel husain ( iqaan ) naa sirf bohot hi haseen aur handsome hai balaky excellent actor bhi hai . fatma afandi nay bhi achi acting ki :) ,pos
6019,bohot hi zabardast phone he ,pos
